@RELATION music_speech
@ATTRIBUTE WIN0_MEAN NUMERIC
@ATTRIBUTE WIN1_MEAN NUMERIC
@ATTRIBUTE WIN2_MEAN NUMERIC
@ATTRIBUTE WIN3_MEAN NUMERIC
@ATTRIBUTE WIN4_MEAN NUMERIC
@ATTRIBUTE WIN5_MEAN NUMERIC
@ATTRIBUTE WIN6_MEAN NUMERIC
@ATTRIBUTE WIN7_MEAN NUMERIC
@ATTRIBUTE WIN8_MEAN NUMERIC
@ATTRIBUTE WIN9_MEAN NUMERIC
@ATTRIBUTE WIN10_MEAN NUMERIC
@ATTRIBUTE WIN11_MEAN NUMERIC
@ATTRIBUTE WIN12_MEAN NUMERIC
@ATTRIBUTE WIN13_MEAN NUMERIC
@ATTRIBUTE WIN14_MEAN NUMERIC
@ATTRIBUTE WIN15_MEAN NUMERIC
@ATTRIBUTE WIN16_MEAN NUMERIC
@ATTRIBUTE WIN17_MEAN NUMERIC
@ATTRIBUTE WIN18_MEAN NUMERIC
@ATTRIBUTE WIN19_MEAN NUMERIC
@ATTRIBUTE WIN20_MEAN NUMERIC
@ATTRIBUTE WIN21_MEAN NUMERIC
@ATTRIBUTE WIN22_MEAN NUMERIC
@ATTRIBUTE WIN23_MEAN NUMERIC
@ATTRIBUTE WIN24_MEAN NUMERIC
@ATTRIBUTE WIN25_MEAN NUMERIC
@ATTRIBUTE WIN0_STD NUMERIC
@ATTRIBUTE WIN1_STD NUMERIC
@ATTRIBUTE WIN2_STD NUMERIC
@ATTRIBUTE WIN3_STD NUMERIC
@ATTRIBUTE WIN4_STD NUMERIC
@ATTRIBUTE WIN5_STD NUMERIC
@ATTRIBUTE WIN6_STD NUMERIC
@ATTRIBUTE WIN7_STD NUMERIC
@ATTRIBUTE WIN8_STD NUMERIC
@ATTRIBUTE WIN9_STD NUMERIC
@ATTRIBUTE WIN10_STD NUMERIC
@ATTRIBUTE WIN11_STD NUMERIC
@ATTRIBUTE WIN12_STD NUMERIC
@ATTRIBUTE WIN13_STD NUMERIC
@ATTRIBUTE WIN14_STD NUMERIC
@ATTRIBUTE WIN15_STD NUMERIC
@ATTRIBUTE WIN16_STD NUMERIC
@ATTRIBUTE WIN17_STD NUMERIC
@ATTRIBUTE WIN18_STD NUMERIC
@ATTRIBUTE WIN19_STD NUMERIC
@ATTRIBUTE WIN20_STD NUMERIC
@ATTRIBUTE WIN21_STD NUMERIC
@ATTRIBUTE WIN22_STD NUMERIC
@ATTRIBUTE WIN23_STD NUMERIC
@ATTRIBUTE WIN24_STD NUMERIC
@ATTRIBUTE WIN25_STD NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
-129.268216,-1.153054,-4.767058,0.617308,-0.965739,-1.853000,-0.415740,0.631082,0.185606,0.378849,-0.772855,-0.380679,-0.022981,0.487061,0.810591,0.956932,0.155722,-0.230478,-0.477271,-0.007673,0.136205,-0.146952,-0.150477,0.297303,0.275542,0.175662,10.672265,2.840971,3.025060,1.755714,1.371913,1.417873,1.232597,1.378155,1.320064,1.059136,1.148444,1.076891,1.287218,1.053355,1.164091,1.357711,1.016869,0.866422,0.848306,0.927851,0.908525,0.860577,0.878375,0.772084,0.878986,0.957127,music
-125.608346,1.100728,-3.488630,-2.452232,-2.282886,-1.692464,-1.462104,-0.372766,-0.609898,0.398177,0.013599,0.441762,0.084928,0.499836,0.543256,0.561343,-0.288319,-0.402384,-0.438788,-0.299684,-0.172572,-0.049410,-0.072831,-0.279377,-0.232959,0.013931,16.526920,4.398901,4.145355,2.576728,1.190782,1.219000,1.038950,1.029843,1.075346,0.921700,1.083094,1.159055,1.087425,0.992379,1.048530,0.939892,0.983448,1.037314,0.932960,0.827713,0.784539,0.710687,0.652643,0.546715,0.606754,0.606358,music
-127.040821,-3.311450,-2.435370,-0.149061,-2.181158,-1.467741,-2.050390,-0.742030,-0.961793,-0.300705,-0.786186,-0.159167,-0.358241,0.016487,0.017207,0.203039,-0.256272,0.164810,0.231837,0.387728,0.439223,0.329716,0.343649,0.194194,0.022718,0.075409,19.872730,4.337951,4.560847,1.691075,1.572358,1.466141,1.325075,1.106365,1.255436,1.018999,0.998052,0.953187,0.891664,0.655266,0.717974,0.753300,0.645753,0.783499,0.979538,1.026613,1.061923,0.858621,0.607272,0.631590,0.583179,0.451564,music
-132.268662,1.695803,-4.176659,-0.668731,-1.157933,-1.787254,-0.919370,-0.263023,-0.673257,-0.015809,-0.578919,0.358885,0.310439,0.293206,-0.238101,-0.105665,-0.106358,-0.118253,0.043304,0.086265,-0.256118,-0.357581,-0.154561,-0.105860,-0.249383,-0.347229,20.984959,6.702173,3.839478,1.795099,1.795945,1.397865,1.297332,1.219463,1.324375,1.215079,1.425516,1.600304,1.338990,1.127559,1.386719,1.300184,1.208362,0.944936,1.067697,1.152743,0.922906,1.013438,1.009308,0.734155,0.961217,0.868808,music
-107.078041,-8.980237,-9.609899,0.006016,1.897805,-2.903904,-1.799385,0.512495,0.319600,1.669711,0.853763,1.872626,1.716297,1.302867,1.459234,1.175140,0.371830,0.051489,0.497877,0.532950,0.340796,0.335739,0.068988,0.301797,-0.110439,-0.468542,10.217549,2.688578,4.325482,1.725736,1.935663,2.596565,1.699550,1.738016,1.342790,1.307531,1.121420,1.255232,1.429997,1.159737,1.253026,1.147529,1.118914,1.031251,1.121333,1.117072,0.965060,0.956629,0.841266,0.767755,0.802086,0.960975,music
-95.024282,-5.980711,3.063799,-3.436416,-2.938334,-0.934784,0.579409,1.552763,0.816299,-0.129553,-0.068394,0.851246,1.193402,0.329614,0.012866,0.235153,-0.222817,0.045756,0.095835,0.162727,-0.329181,-0.299084,-0.010051,0.308503,-0.034224,-0.025511,11.246785,4.327727,3.158987,2.677490,2.186529,1.632462,1.622176,1.316230,1.374684,1.433357,1.143225,1.506984,1.487669,1.201883,1.312311,1.489498,1.405371,1.274350,1.099673,1.066232,1.012270,0.974160,0.704595,0.749408,0.788152,0.803337,music
-138.506454,2.808891,3.780216,-1.363597,-3.438127,-3.881110,-2.901939,-0.631612,-1.875235,-1.406951,-2.329778,-0.997299,-1.637039,-1.169556,-0.383629,-0.288088,-0.940763,-0.363068,-0.131299,-0.734959,-0.105860,-0.418187,-0.200156,-0.058059,-0.166083,0.146198,12.582936,5.286687,2.385859,3.311125,2.669837,2.029759,1.534152,1.742984,1.810351,1.405245,1.261396,1.260445,1.203387,1.308672,1.086824,1.093072,1.337711,1.139811,1.215127,1.250258,0.927289,0.776091,0.778463,0.818982,0.722343,0.656249,music
-104.200737,-8.136326,-5.138337,1.343407,-0.710604,-0.710167,0.807589,1.110262,-0.634326,-0.040180,0.807290,0.305647,-0.126710,-0.181195,-0.164218,0.293243,-0.536755,-0.319310,0.037846,-0.055348,-0.171523,-0.191635,-0.189844,-0.332058,-0.262053,-0.027396,9.892186,4.570942,3.341481,2.040253,1.970387,1.389110,1.753746,1.342681,1.295716,1.173626,1.178729,0.990269,1.004213,0.972312,0.927983,1.009453,0.862369,0.713359,0.734783,0.727068,0.653932,0.622655,0.558943,0.616962,0.707040,0.585720,music
-118.401388,2.406617,-7.150794,-2.434504,-2.320955,-1.660040,-1.748715,-0.820786,-1.916842,-0.361406,-0.044177,0.562365,0.434532,-0.087277,-0.039428,0.487317,0.220910,-0.177572,-0.140588,-0.281873,-0.135304,0.324708,0.106860,-0.159949,-0.245198,0.039926,19.941437,5.406477,2.810630,2.288827,1.371431,1.441144,1.205091,1.242108,1.143583,0.950911,1.043810,1.128157,0.927893,0.999215,0.994941,1.133576,0.957960,0.846440,1.004867,1.049425,1.027674,0.855304,0.675240,0.591171,0.755506,0.836085,music
-110.780257,-9.658592,0.850145,0.153004,-0.425320,0.235062,-0.013766,-0.631263,-0.173254,0.231646,0.019404,0.072600,-0.172015,-0.082384,0.156469,0.405866,-0.183457,0.017775,0.156938,0.010906,-0.195958,-0.046673,-0.144961,-0.227164,-0.043156,-0.046482,12.368443,4.522910,3.472282,2.884782,2.512779,1.849698,1.801664,1.769585,1.413503,1.281657,1.218855,1.138876,1.251613,1.366445,1.252439,1.138179,1.146703,1.160474,1.028162,1.063120,0.885761,1.003670,0.965182,0.729991,0.864916,0.842286,music
-109.189242,-7.742009,-0.471854,0.649249,-0.176653,0.793799,0.601020,-0.488259,0.711104,0.181822,-0.118104,0.258427,0.115275,0.762974,0.856574,0.917691,0.381237,-0.027395,-0.551917,-0.916601,-0.633286,-0.147560,-0.139370,0.118483,-0.023935,-0.078563,20.391874,4.983736,3.811888,2.459590,2.540079,1.929342,1.893493,1.637070,1.569848,1.380658,1.426885,1.515168,1.299552,1.421777,1.213743,1.268871,1.108897,1.150391,1.360820,1.149616,1.053843,0.944300,0.942291,0.713537,0.796709,0.859926,music
-121.866575,4.475646,-11.234926,5.485813,2.190196,0.147485,-1.120055,-3.422468,-1.402548,-0.562607,-0.603434,0.870584,-0.184896,0.301762,-0.713850,-0.371528,0.109080,-0.176146,0.354892,-0.096559,-0.030651,-0.103314,-0.226251,-0.038119,-0.185731,-0.137003,15.927111,3.432098,4.995834,3.044924,2.564772,1.531843,1.635532,1.373324,1.300876,1.112176,1.119269,1.160233,1.056491,0.986965,0.933575,0.897438,1.035640,1.081846,1.020846,0.856967,0.860998,0.748342,0.668133,0.796466,0.807801,0.601706,music
-109.124357,-10.556236,-10.380173,-0.241674,0.405487,-7.159077,-4.331371,-0.335385,-2.422020,0.600531,1.655883,0.937829,1.205278,2.084977,1.644465,0.768878,0.292160,0.388397,0.500851,0.390819,-0.067805,0.130583,0.076814,0.061524,-0.090802,0.585371,8.349595,2.765595,3.947421,2.271191,3.415737,3.362468,2.307416,1.340575,1.622343,1.325540,1.606213,0.998172,1.156973,1.208540,1.063220,1.007934,0.739731,0.701578,0.866313,0.826646,0.722361,0.716949,0.659437,0.601280,0.519249,0.563834,music
-106.888952,-13.251752,-2.609191,-0.121422,-1.343253,0.378352,-0.506299,0.296121,-0.314553,0.143152,0.151523,0.536974,0.206327,0.571670,0.104870,0.231166,0.404796,0.132848,-0.352949,0.069070,-0.297383,-0.331754,-0.150524,-0.036734,-0.155897,0.187228,7.200678,3.412021,2.663322,1.782060,1.262219,1.063328,1.393521,1.250142,1.258959,1.386696,1.090447,0.998377,1.252867,1.359091,1.375772,1.185737,1.147772,1.039595,0.993546,0.925433,0.782812,0.892284,0.784517,0.716330,0.724435,0.896458,music
-110.708407,-14.127713,4.686807,0.996889,1.071913,0.357108,0.222959,0.839281,-0.359263,-0.340440,-0.136468,0.706709,-0.088167,0.923413,0.328823,0.725693,0.068401,-0.024563,-0.000531,0.162481,0.095129,0.281817,0.195351,0.093145,0.331514,-0.374853,9.560874,3.296265,2.425264,1.886248,1.223528,1.082608,1.177983,1.191397,1.070003,0.993176,0.956787,0.882217,1.050026,0.873388,0.731315,0.704655,0.789822,0.726372,0.675795,0.683534,0.575764,0.540490,0.551396,0.622550,0.688211,0.547861,music
-140.656913,-16.121420,1.863777,-0.695991,2.975042,-0.735844,-2.027105,-1.387521,-0.374315,-0.306786,-0.022545,-0.454535,0.090627,1.148961,-1.593180,-0.241281,0.285345,-0.791596,1.511382,-0.458708,-0.375947,-0.309880,-0.203977,0.243981,-0.384284,0.126451,14.999627,4.598352,6.359130,2.919158,1.952697,1.777996,1.530215,1.444980,1.332985,2.231379,2.152415,1.725960,1.508836,2.260602,1.803492,1.866495,1.584810,1.971114,1.330012,1.211294,1.275115,1.175543,1.019225,1.075756,0.869490,0.847613,music
-100.621542,-3.258583,-0.838757,0.934294,-3.340144,1.481420,-1.158553,0.232187,-0.239528,-0.270094,-0.392342,-0.454903,-0.760235,-0.497007,-0.659008,-0.302954,-0.794007,-0.547971,-0.575424,-0.325023,-0.644558,-0.389183,-0.325037,-0.574068,-0.682045,-0.288640,17.632266,7.319951,3.179710,1.587600,1.414973,1.309277,1.097103,1.039492,0.990142,0.934788,0.924988,0.840254,0.823306,0.805811,0.755182,0.707899,0.651290,0.672959,0.643218,0.620271,0.566952,0.696557,0.638128,0.605954,0.810305,0.674812,music
-105.070535,-8.728911,-8.876998,0.612759,-0.539848,-6.467248,-4.253404,-1.691848,-1.420185,1.214949,1.013311,1.508974,2.042413,2.152205,1.890927,0.821306,0.460097,0.165938,0.311871,0.494877,-0.041571,0.020992,0.199687,0.660476,0.047028,-0.333685,6.333407,1.501772,2.011770,1.461274,1.220937,1.593771,1.161925,1.134733,1.047809,0.931168,0.901069,1.117291,1.059924,0.827994,0.837370,0.882495,0.849356,0.892137,0.934550,0.801941,0.727073,0.727325,0.706139,0.627578,0.731006,0.956127,music
-82.803729,-12.409962,-0.032782,0.743029,0.045463,1.040673,-1.803056,-1.499574,-0.306368,-0.486566,-1.364267,-0.598712,0.478204,-0.246788,-0.609776,0.079289,0.551838,-0.121644,-1.272109,-0.220706,0.373209,-0.312431,-0.642267,0.033725,-0.097290,0.123891,11.065862,3.902349,2.655716,2.271102,3.750272,1.949426,2.259521,1.577439,2.575387,1.619925,2.414252,1.534851,2.420116,1.535816,1.548358,1.342404,1.215074,0.984522,1.268178,0.970967,1.255528,0.931599,0.855670,0.889378,0.835101,0.964112,music
-96.445954,-12.213971,-1.680028,-0.603780,-1.992098,-0.531296,-1.277265,-0.948390,-1.482039,-0.718256,-0.228303,-0.327952,-0.247984,0.082546,-0.272864,0.013134,0.175255,-0.038157,-0.728757,-0.073709,0.070638,-0.238841,-0.245988,0.094033,-0.103665,-0.101699,15.921376,6.304903,5.202424,3.605937,2.774704,2.116967,2.289466,1.805102,2.095713,1.544973,1.609273,1.502004,1.307060,1.223438,1.159583,1.300471,1.116336,1.123901,1.137431,1.173904,0.902906,1.032245,0.947166,0.899983,0.879911,0.739950,music
-149.304332,4.190877,3.457094,-0.615264,0.396501,-1.991105,-1.817081,-1.066058,-1.756018,-1.098171,-1.221520,-0.883167,-0.357604,0.837216,1.138884,0.983727,0.313836,-0.096020,-0.160734,-0.510976,-0.575737,-0.748112,-0.628193,-0.252411,0.261318,0.357947,11.065014,3.350137,3.610748,1.968683,1.356269,1.383402,1.305729,1.112946,1.256386,1.029912,1.162096,1.012007,1.331792,1.539609,1.342104,1.079674,1.110464,1.293931,1.433107,1.373952,1.052357,0.737441,0.796543,0.824389,0.716250,0.827928,music
-96.168409,-4.737044,-6.270523,3.942892,-0.480652,0.606150,-2.197980,0.959250,0.057483,0.426805,-1.359267,-0.689162,-0.158654,-0.471268,0.303193,-0.527567,-0.354360,0.042201,-0.380439,0.376918,0.010886,0.003028,0.074118,-0.353701,-0.194928,0.371660,9.612030,3.609639,3.402667,2.028302,1.581403,1.308331,1.194428,1.194865,0.989825,0.961937,0.839519,0.863462,0.856861,0.879468,0.748786,0.658341,0.612053,0.702308,0.670593,0.545638,0.518789,0.511716,0.493705,0.543125,0.478502,0.569691,music
-105.064684,-10.912710,-7.471795,-0.989664,0.241581,-5.563658,-4.327700,-3.029793,-3.194019,-0.703900,-0.677514,0.864166,0.771364,0.547324,2.326169,0.699369,0.446466,-0.021032,-0.022369,0.090640,0.237755,0.610845,0.116271,0.361829,0.656370,0.372544,8.110257,4.008754,3.144328,2.188474,1.504278,1.754910,1.486191,1.495060,1.463375,1.100728,1.139589,1.174567,1.247444,1.180149,1.047093,1.050319,1.101754,0.870975,0.951598,1.008663,0.890595,0.618302,0.600458,0.664346,0.604390,0.649588,music
-106.554675,-12.842344,-2.295430,1.792677,-0.586650,-0.410366,0.580232,1.354092,-0.524632,0.727320,1.047289,0.284048,-0.340974,0.092594,0.193577,0.254402,-0.004775,-0.252236,-0.251374,0.163564,-0.295821,-0.293678,-0.493063,-0.177224,-0.033980,-0.456636,7.091776,3.197613,2.943914,1.693457,1.458410,1.278957,1.364863,1.394308,1.312103,1.196775,1.030141,1.029919,1.045672,1.068568,1.026815,0.916236,0.928609,0.883741,0.699946,0.824930,0.834026,0.779351,0.845768,0.746177,0.772715,0.771047,music
-110.056727,-6.718327,-5.940407,-2.260687,0.927569,0.907169,-0.087931,-0.235019,-0.370384,0.160259,-0.296937,-0.150646,-0.062415,-0.037921,-0.198803,0.534149,0.228622,0.120969,-0.459421,-0.293614,-0.635580,-0.411731,-0.107492,0.079580,-0.152013,-0.196659,11.251641,4.302436,4.681662,1.961775,1.342859,1.240851,1.270664,1.065334,1.072864,1.079953,1.157166,1.151932,1.264883,1.311552,1.467014,1.425404,1.405695,1.138608,1.201903,1.223474,1.054943,1.048481,1.054363,0.980358,0.953168,1.086429,music
-86.826322,-16.403994,-16.652353,-1.010043,1.113717,-8.018314,-3.264335,-1.869524,-1.748285,0.957172,-0.364034,1.185815,0.964782,0.436935,1.702013,0.949580,1.648020,-1.537250,1.112322,-0.392880,-0.470560,0.422659,-0.083157,0.611130,0.226143,-0.378259,3.453932,1.971256,1.907942,1.366790,1.020107,0.990194,1.044506,0.951803,0.960579,0.853119,0.700423,0.834532,0.781292,0.725622,0.720441,0.702418,0.607504,0.543671,0.605324,0.612347,0.538266,0.495357,0.469888,0.438611,0.426654,0.431061,music
-103.061575,-7.356026,-9.840180,-1.687699,-1.464519,-5.627567,-2.585806,-1.604203,-2.488108,0.793841,0.057312,0.356790,1.806894,1.527033,1.789954,1.673103,0.955667,0.233943,0.639071,0.812417,0.527937,0.517630,0.034732,0.635823,0.307410,0.071173,6.345076,1.355195,2.258961,1.448080,1.722121,1.602037,1.679337,1.089647,1.299210,1.035597,0.973222,1.096149,0.922451,0.876616,0.983190,1.014621,0.729112,0.685905,0.828294,0.981479,1.157024,0.869579,0.625259,0.605821,0.691406,0.632167,music
